utterance	output
CCTV6电影高清	[IN:PLAY [SL:NAME CCTV6电影][SL:RESOLUTION 高清]]
我今天去北京了英语怎么说	[IN:TRANSLATION [SL:CONTENT 我今天去北京了][SL:TARGET 英语]怎么说]
搜索岳飞的诗满江红。	[IN:QUERY 搜索[SL:AUTHOR 岳飞]的诗[SL:NAME 满江红]。]
搜索机锋市场	[IN:QUERY 搜索[SL:NAME 机锋市场]]
冰糖雪梨	[IN:QUERY [SL:DISHNAME 冰糖雪梨]]
水饺的做法。	[IN:QUERY [SL:DISHNAME 水饺]的做法。]
自演艺，羊肉怎么做？	[IN:QUERY 自演艺，[SL:INGREDIENT 羊肉]怎么做？]
现在湖南卫视放什么电视？	[IN:QUERY [SL:DATETIME_TIME 现在][SL:TVCHANNEL 湖南卫视]放什么电视？]
福尔摩斯	[IN:QUERY [SL:NAME 福尔摩斯]]
看空霸	[IN:QUERY 看[SL:NAME 空霸]]
煮水饺。	[IN:QUERY 煮[SL:DISHNAME 水饺]。]
教我煮红烧排骨	[IN:QUERY 教我煮[SL:DISHNAME 红烧排骨]]
打开语音软件	[IN:LAUNCH 打开[SL:NAME 语音]软件]
济南去聊城的汽车。	[IN:QUERY [SL:SRC 济南]去[SL:DEST 聊城]的汽车。]
查找卢米埃银泰电影院有播放什么好看的电影吗	[IN:QUERY 查找[SL:THEATRE 卢米埃银泰电影院]有播放什么好看的电影吗]
请翻译苹果	[IN:TRANSLATION 请翻译[SL:CONTENT 苹果]]
打给曾玮文	[IN:DIAL 打给[SL:NAME 曾玮文]]
哦来一首忘情水	[IN:PLAY 哦来一首[SL:SONG 忘情水]]
红烧带鱼怎么做？你？	[IN:QUERY [SL:DISHNAME 红烧带鱼]怎么做？你？]
我叫小沈阳这首歌	[IN:PLAY [SL:SONG 我叫小沈阳]这首歌]
我要猜字谜不笨有答案。	[IN:QUERY 我要猜[SL:CATEGORY 字谜]不笨有答案。]
叶落长安电视剧	[IN:QUERY [SL:NAME 叶落长安][SL:CATEGORY 电视剧]]
帮我查一下苏州到上海的火车	[IN:QUERY 帮我查一下[SL:STARTLOC_CITY 苏州]到[SL:ENDLOC_CITY 上海]的火车]
皮冻的做法。	[IN:QUERY [SL:INGREDIENT 皮冻]的做法。]
从聊城到东营的车。	[IN:QUERY 从[SL:SRC 聊城]到[SL:DEST 东营]的车。]
那烤箱做面包怎么做？	[IN:QUERY 那烤箱做[SL:DISHNAME 面包]怎么做？]
李白的诗词	[IN:QUERY [SL:AUTHOR 李白]的诗词]
从长沙到北京的列车	[IN:QUERY 从[SL:STARTLOC_CITY 长沙]到[SL:ENDLOC_CITY 北京]的列车]
打电话给吴荣因	[IN:DIAL 打电话给[SL:NAME 吴荣因]]
前天中央一套的节目单	[IN:QUERY [SL:DATETIME_DATE 前天][SL:TVCHANNEL 中央一套]的节目单]
查看滁州到南京的火车票	[IN:QUERY 查看[SL:STARTLOC_CITY 滁州]到[SL:ENDLOC_CITY 南京]的火车票]
我想看变形金刚哦	[IN:QUERY 我想看[SL:NAME 变形金刚]哦]
发短信给王亮说死人你在干什么呢	[IN:SEND 发短信给[SL:NAME 王亮]说[SL:CONTENT 死人你在干什么呢]]
查询一下讯飞科大今天的股票	[IN:QUERY 查询一下[SL:NAME 讯飞科大]今天的股票]
中央电视台一套现在放什么节目？	[IN:QUERY [SL:TVCHANNEL 中央电视台一套][SL:DATETIME_TIME 现在]放什么节目？]
帮我查询一下温州到上海的火车	[IN:QUERY 帮我查询一下[SL:STARTLOC_CITY 温州]到[SL:ENDLOC_CITY 上海]的火车]
爱在旅途	[IN:QUERY [SL:NAME 爱在旅途]]
有你才幸福	[IN:QUERY [SL:NAME 有你才幸福]]
腰花可以怎么做？	[IN:QUERY [SL:INGREDIENT 腰花]可以怎么做？]
沙眼。	[IN:QUERY [SL:KEYWORD 沙眼]。]
甘肃台	[IN:PLAY [SL:NAME 甘肃台]]
亚洲能源物流股票	[IN:QUERY [SL:NAME 亚洲能源物流]股票]
现在电影院有什么好电影？	[IN:QUERY [SL:DATETIME_TIME 现在]电影院有什么好电影？]
请搜电影画皮	[IN:QUERY 请搜[SL:CATEGORY 电影][SL:NAME 画皮]]
打电话给一十一	[IN:DIAL 打电话给[SL:NAME 一十一]]
我要看免费的小说。	[IN:QUERY 我要看免费的小说。]
凉拌海蜇怎么做好吃？	[IN:QUERY [SL:DISHNAME 凉拌海蜇]怎么做好吃？]
打电话给阿华	[IN:DIAL 打电话给[SL:NAME 阿华]]
我想打电话给李四	[IN:DIAL 我想打电话给[SL:NAME 李四]]
宁波机场在哪里	[IN:POSITION [SL:LOCATION_CITY 宁波][SL:LOCATION_POI 机场]在哪里]
江苏党校二套	[IN:PLAY [SL:NAME 江苏党校二套]]
回锅肉做法。	[IN:QUERY [SL:DISHNAME 回锅肉]做法。]
香蕉的英语怎么说	[IN:TRANSLATION [SL:CONTENT 香蕉]的[SL:TARGET 英语]怎么说]
拨打张月华的电话	[IN:DIAL 拨打[SL:NAME 张月华]的电话]
济宁到潍坊的，车。	[IN:QUERY [SL:SRC 济宁]到[SL:DEST 潍坊]的，车。]
给茵茵发短信	[IN:SEND 给[SL:NAME 茵茵]发短信]
给杨凯发短信	[IN:SEND 给[SL:NAME 杨凯]发短信]
酸菜粉条肉的做法。	[IN:QUERY [SL:DISHNAME 酸菜粉条][SL:INGREDIENT 肉]的做法。]
搜索武汉到南京的机票	[IN:QUERY 搜索[SL:STARTLOC_CITY 武汉]到[SL:ENDLOC_CITY 南京]的机票]
明天去深圳的飞机	[IN:QUERY [SL:STARTDATE_DATE 明天]去[SL:ENDLOC_CITY 深圳]的飞机]
找深圳卫视	[IN:PLAY 找[SL:NAME 深圳卫视]]
明天温州到上海的航班。	[IN:QUERY [SL:STARTDATE_DATE 明天][SL:STARTLOC_CITY 温州]到[SL:ENDLOC_CITY 上海]的航班。]
播放音乐喜帖街。	[IN:PLAY 播放音乐[SL:SONG 喜帖街]。]
来首快乐崇拜	[IN:PLAY 来首[SL:SONG 快乐崇拜]]
给王帅发个短信说他让他起来尿尿	[IN:SEND 给[SL:NAME 王帅]发个短信说他[SL:CONTENT 让他起来尿尿]]
我想看张艺谋导演的电影	[IN:QUERY 我想看[SL:ARTIST 张艺谋][SL:ARTISTROLE 导演]的[SL:CATEGORY 电影]]
满园花菊郁金黄的下一句是什么？	[IN:QUERY [SL:KEYWORD 满园花菊郁金黄]的[SL:QUERYFIELD 下一句]是什么？]
田螺怎么炒啊？	[IN:QUERY [SL:INGREDIENT 田螺]怎么炒啊？]
酸菜鱼怎么做啊	[IN:QUERY [SL:DISHNAME 酸菜鱼]怎么做啊]
来首李白的诗集。	[IN:QUERY 来首[SL:AUTHOR 李白]的诗集。]
背离骚给我听。	[IN:QUERY 背[SL:NAME 离骚]给我听。]
帮我搜一下科大讯飞在哪	[IN:POSITION 帮我搜一下[SL:LOCATION_POI 科大讯飞]在哪]
我要看云南二台	[IN:PLAY 我要看[SL:NAME 云南二台]]
查一下新闻。	[IN:PLAY 查一下新闻。]
做南瓜饭	[IN:QUERY 做[SL:DISHNAME 南瓜饭]]
星期天早晨我们一起去打篮球英语怎么说	[IN:TRANSLATION [SL:CONTENT 星期天早晨我们一起去打篮球][SL:TARGET 英语]怎么说]
打个谜语吧！	[IN:QUERY 打个[SL:CATEGORY 谜语]吧！]
CCTV-5节目表	[IN:QUERY [SL:TVCHANNEL CCTV-5]节目表]
封神太子	[IN:LAUNCH [SL:NAME 封神太子]]
从南昌到长沙的汽车。	[IN:QUERY 从[SL:SRC 南昌]到[SL:DEST 长沙]的汽车。]
我要购买七乐彩	[IN:NUMBER_QUERY 我要购买[SL:NAME 七乐彩]]
背首绝句的。	[IN:QUERY 背首[SL:NAME 绝句]的。]
我想查询上证指数的股票	[IN:QUERY 我想查询[SL:NAME 上证指数]的股票]
查雷神电影	[IN:QUERY 查[SL:NAME 雷神][SL:CATEGORY 电影]]
笑话用英语怎么说	[IN:TRANSLATION [SL:CONTENT 笑话]用[SL:TARGET 英语]怎么说]
我想亲亲我的宝贝这首歌	[IN:PLAY 我想[SL:SONG 亲亲我的宝贝]这首歌]
来一首钟汉良的视觉动物	[IN:PLAY 来一首[SL:ARTIST 钟汉良]的[SL:SONG 视觉动物]]
狐臭怎么治？	[IN:QUERY [SL:KEYWORD 狐臭]怎么治？]
干贝怎么做？	[IN:QUERY [SL:INGREDIENT 干贝]怎么做？]
这个新闻有意思吗	[IN:PLAY 这个新闻有意思吗]
科大讯飞昨日成交价	[IN:QUERY [SL:NAME 科大讯飞][SL:YESTERDAY 昨日]成交价]
我想听星月神话	[IN:PLAY 我想听[SL:SONG 星月神话]]
开封到信阳的火车	[IN:QUERY [SL:STARTLOC_CITY 开封]到[SL:ENDLOC_CITY 信阳]的火车]
截止目前银鸽投资股份的市值是多少	[IN:QUERY 截止目前[SL:NAME 银鸽投资]股份的市值是多少]
搞笑谜语。	[IN:QUERY [SL:CATEGORY 搞笑谜语]。]
中华军事网	[IN:OPEN [SL:NAME 中华军事网]]
更年期综合症。	[IN:QUERY [SL:KEYWORD 更年期综合症]。]
有什么特色美食。	[IN:QUERY 有什么[SL:KEYWORD 特色美食]。]
看当前直播的比赛	[IN:QUERY 看当前直播的[SL:CATEGORY 比赛]]
特莫文蔚的阴天。	[IN:PLAY 特[SL:ARTIST 莫文蔚]的[SL:SONG 阴天]。]
土豆的做法	[IN:QUERY [SL:INGREDIENT 土豆]的做法]
我说铁锅炖羊肉怎么做？	[IN:QUERY 我说[SL:UTENSIL 铁锅][SL:DISHNAME 炖羊肉]怎么做？]
用英语怎么讲	[IN:TRANSLATION [SL:CONTENT 用][SL:TARGET 英语]怎么讲]
我想出去旅游英文怎么说	[IN:TRANSLATION [SL:CONTENT 我想出去旅游][SL:TARGET 英文]怎么说]
要看名侦探柯南	[IN:QUERY 要看[SL:NAME 名侦探柯南]]
我想听只对你有感觉	[IN:PLAY 我想听[SL:SONG 只对你有感觉]]
有什么好看的校园小说	[IN:QUERY 有什么[SL:POPULARITY 好看]的[SL:CATEGORY 校园]小说]
广西电视台现在播放什么节目？	[IN:QUERY [SL:TVCHANNEL 广西电视台][SL:DATETIME_TIME 现在]播放什么节目？]
回锅肉怎么做啊	[IN:QUERY [SL:DISHNAME 回锅肉]怎么做啊]
我要看热门电影。	[IN:QUERY 我要看热门电影。]
调到新疆综艺	[IN:PLAY 调到[SL:NAME 新疆综艺]]
我想看爱在春天	[IN:QUERY 我想看[SL:NAME 爱在春天]]
青春期撞上更年期二	[IN:QUERY [SL:NAME 青春期撞上更年期二]]
去烟台的火车	[IN:QUERY 去[SL:ENDLOC_CITY 烟台]的火车]
翻译慷慨激昂	[IN:TRANSLATION 翻译[SL:CONTENT 慷慨激昂]]
北京烤鸭做法。	[IN:QUERY [SL:DISHNAME 北京烤鸭]做法。]
查寻上海能源的股票	[IN:QUERY 查寻[SL:NAME 上海能源]的股票]
最近下午有什么电影？	[IN:QUERY 最近[SL:DATETIME_TIME 下午]有什么[SL:CATEGORY 电影]？]
带我去丹阳市眼镜市场	[IN:ROUTE 带我去[SL:ENDLOC_AREA 丹阳]市[SL:ENDLOC_POI 眼镜市场]]
李白的静夜思怎么读？	[IN:QUERY [SL:AUTHOR 李白]的[SL:NAME 静夜思]怎么读？]
给查乐发短信	[IN:SEND 给[SL:NAME 查乐]发短信]
合肥到上海可以到哪坐车？	[IN:QUERY [SL:SRC 合肥]到[SL:DEST 上海]可以到哪坐车？]
查询神鬼认证	[IN:QUERY 查询[SL:NAME 神鬼认证]]
哪里香我来一首李白的诗。	[IN:QUERY 哪里香我来一首[SL:AUTHOR 李白]的诗。]
心术电影	[IN:QUERY [SL:NAME 心术][SL:CATEGORY 电影]]
来一首七言绝句。	[IN:DEFAULT 来一首七言绝句。]
查询下北京首创的股票	[IN:QUERY 查询下[SL:NAME 北京首创]的股票]
查看双色球开奖	[IN:NUMBER_QUERY 查看[SL:NAME 双色球]开奖]
给黄卫国发短信	[IN:SEND 给[SL:NAME 黄卫国]发短信]
最近热门的电影。	[IN:QUERY 最近热门的电影。]
广东省英德在哪里	[IN:POSITION [SL:LOCATION_PROVINCE 广东省][SL:LOCATION_AREA 英德]在哪里]
歧路兄弟	[IN:QUERY [SL:NAME 歧路兄弟]]
科教频道	[IN:PLAY [SL:CATEGORY 科教]频道]
五号特工组	[IN:QUERY [SL:NAME 五号特工组]]
儋州到海口的航班	[IN:QUERY [SL:STARTLOC_AREA 儋州]到[SL:ENDLOC_CITY 海口]的航班]
你酸辣土豆丝怎么做？	[IN:QUERY 你[SL:DISHNAME 酸辣土豆丝]怎么做？]
帮我查一下今天开奖的15选5	[IN:NUMBER_QUERY 帮我查一下[SL:DATETIME_DATE 今天]开奖的[SL:NAME 15选5]]
东营到济南的航班	[IN:QUERY [SL:STARTLOC_CITY 东营]到[SL:ENDLOC_CITY 济南]的航班]
秦皇岛今天有什么新闻	[IN:PLAY [SL:LOCATION_CITY 秦皇岛][SL:DATETIME_DATE 今天]有什么新闻]
电视剧粘豆包	[IN:QUERY [SL:CATEGORY 电视剧][SL:NAME 粘豆包]]
凉皮的制作方法。	[IN:QUERY [SL:DISHNAME 凉皮]的制作方法。]
豆豉鲮鱼油麦菜	[IN:QUERY [SL:DISHNAME 豆豉鲮鱼油麦菜]]
前列腺炎该怎么治？	[IN:QUERY [SL:KEYWORD 前列腺炎]该怎么治？]
我给我念一首李白的诗吧？	[IN:QUERY 我给我念一首[SL:AUTHOR 李白]的诗吧？]
湖北电视台	[IN:PLAY [SL:NAME 湖北电视台]]
你曾爱过我吗用英语怎么说	[IN:TRANSLATION [SL:CONTENT 你曾爱过我吗]用[SL:TARGET 英语]怎么说]
哪个台在放甄嬛	[IN:QUERY 哪个台在放[SL:NAME 甄嬛]]
合肥到深圳的火车票	[IN:QUERY [SL:STARTLOC_CITY 合肥]到[SL:ENDLOC_CITY 深圳]的火车票]
我要操虾米的做法。	[IN:QUERY 我要操[SL:INGREDIENT 虾米]的做法。]
今天湖南卫视的电子节目单	[IN:QUERY [SL:DATETIME_DATE 今天][SL:TVCHANNEL 湖南卫视]的电子节目单]
查询标准股份的股票	[IN:QUERY 查询[SL:NAME 标准股份]的股票]
看电影啊	[IN:QUERY 看[SL:CATEGORY 电影]啊]
我想到科大讯飞走高速路线	[IN:ROUTE 我想到[SL:ENDLOC_POI 科大讯飞]走高速路线]
索尼爱立信官网	[IN:OPEN [SL:NAME 索尼爱立信]官网]
背一首春晓	[IN:QUERY 背一首[SL:NAME 春晓]]
从东莞去北海的汽车。	[IN:QUERY 从[SL:SRC 东莞]去[SL:DEST 北海]的汽车。]
搜索电视剧爱情悠悠药草香在哪个频道首播？	[IN:QUERY 搜索[SL:CATEGORY 电视剧][SL:NAME 爱情悠悠药草香]在哪个频道首播？]
早上好英语怎么讲	[IN:TRANSLATION [SL:CONTENT 早上好][SL:TARGET 英语]怎么讲]
高清央视综合频道	[IN:PLAY [SL:RESOLUTION 高清][SL:NAME 央视综合频道]]
基尾虾怎么做？	[IN:QUERY [SL:INGREDIENT 基尾虾]怎么做？]
油焖大虾怎么做	[IN:QUERY [SL:DISHNAME 油焖大虾]怎么做]
怎么样煮方便面。	[IN:QUERY 怎么样[SL:DISHNAME 煮方便面]。]
怎么做番茄炒蛋？	[IN:QUERY 怎么做[SL:DISHNAME 番茄炒蛋]？]
了，鸡蛋怎么做？	[IN:QUERY 了，[SL:INGREDIENT 鸡蛋]怎么做？]
发信息给陈明哲	[IN:SEND 发信息给[SL:NAME 陈明哲]]
鱼肉怎么做？	[IN:QUERY [SL:INGREDIENT 鱼肉]怎么做？]
河北在哪里	[IN:POSITION [SL:LOCATION_PROVINCE 河北]在哪里]
广州恒大比赛比分。	[IN:QUERY [SL:NAME 广州恒大]比赛[SL:TYPE 比分]。]
我说白鱼怎么做	[IN:QUERY 我说[SL:INGREDIENT 白鱼]怎么做]
臭豆腐汤怎么烧？	[IN:QUERY [SL:DISHNAME 臭豆腐汤]怎么烧？]
拨号曹兴发	[IN:DIAL 拨号[SL:NAME 曹兴发]]
世界地理的节目单	[IN:QUERY [SL:TVCHANNEL 世界地理]的节目单]
肩周炎怎么治？	[IN:QUERY [SL:KEYWORD 肩周炎]怎么治？]
合肥到芜湖的火车票	[IN:QUERY [SL:STARTLOC_CITY 合肥]到[SL:ENDLOC_CITY 芜湖]的火车票]
造化钟神秀的下一句是什么？	[IN:QUERY [SL:KEYWORD 造化钟神秀]的[SL:QUERYFIELD 下一句]是什么？]
发信息给熊伟	[IN:SEND 发信息给[SL:NAME 熊伟]]
深圳到开封的火车	[IN:QUERY [SL:STARTLOC_CITY 深圳]到[SL:ENDLOC_CITY 开封]的火车]
八月一号去上海的航班	[IN:QUERY [SL:STARTDATE_DATE 八月一号]去[SL:ENDLOC_CITY 上海]的航班]
湿疹怎么处理？	[IN:QUERY [SL:KEYWORD 湿疹]怎么处理？]
红烧肉的做法啊！	[IN:QUERY [SL:DISHNAME 红烧肉]的做法啊！]
宫崎骏动画电影	[IN:QUERY [SL:ARTIST 宫崎骏][SL:TAG 动画][SL:CATEGORY 电影]]
我想看中央十三频道	[IN:PLAY 我想看[SL:NAME 中央十三频道]]
金鹰卡通今天晚上放什么节目？	[IN:QUERY [SL:TVCHANNEL 金鹰卡通][SL:DATETIME_DATE 今天][SL:DATETIME_TIME 晚上]放什么节目？]
你好请问一下明天广州的天气如何	[IN:QUERY 你好请问一下[SL:DATETIME_DATE 明天][SL:LOCATION_CITY 广州]的天气如何]
把平水相逢的手机号码发给8000	[IN:SENDCONTACTS 把[SL:NAME 平水相逢]的[SL:CATEGORY 手机]号码发给[SL:RECEIVER 8000]]
上海宝钢股票	[IN:QUERY 上海[SL:NAME 宝钢]股票]
再猜一个谜语。	[IN:QUERY 再猜一个[SL:CATEGORY 谜语]。]
刑侦电视剧	[IN:QUERY [SL:TAG 刑侦][SL:CATEGORY 电视剧]]
给潘开国发短信	[IN:SEND 给[SL:NAME 潘开国]发短信]
咖喱牛腩怎么做	[IN:QUERY [SL:DISHNAME 咖喱牛腩]怎么做]
给于海洋发短信	[IN:SEND 给[SL:NAME 于海洋]发短信]
青春四十	[IN:QUERY [SL:NAME 青春四十]]
都市言情小说何以笙箫默	[IN:QUERY [SL:CATEGORY 都市言情]小说[SL:NAME 何以笙箫默]]
糖醋藕怎么做？	[IN:QUERY [SL:DISHNAME 糖醋藕]怎么做？]
椒盐排骨怎么做？你？	[IN:QUERY [SL:DISHNAME 椒盐排骨]怎么做？你？]
帮我查一下广州到长沙的航班	[IN:QUERY 帮我查一下[SL:STARTLOC_CITY 广州]到[SL:ENDLOC_CITY 长沙]的航班]
我想听忐忑这首歌打	[IN:PLAY 我想听[SL:SONG 忐忑]这首歌打]
开网页	[IN:OPEN 开网页]
查一下明天合肥到北京的航班。	[IN:QUERY 查一下[SL:STARTDATE_DATE 明天][SL:STARTLOC_CITY 合肥]到[SL:ENDLOC_CITY 北京]的航班。]
如何做西红柿炒蛋。	[IN:QUERY 如何做[SL:DISHNAME 西红柿炒蛋]。]
盘锦新闻。	[IN:PLAY [SL:LOCATION_CITY 盘锦]新闻。]
嘉禾电影院正在上映的大片	[IN:QUERY [SL:THEATRE 嘉禾电影院]正在上映的大片]
打电话给斌少	[IN:DIAL 打电话给[SL:NAME 斌少]]
帮我链接到新浪网	[IN:OPEN 帮我链接到[SL:NAME 新浪网]]
上一期双色球开什么	[IN:NUMBER_QUERY [SL:RELISSUE 上一期][SL:NAME 双色球]开什么]
然后等你杀猪菜怎么做？	[IN:QUERY 然后等你[SL:DISHNAME 杀猪菜]怎么做？]
中国石化的股票是涨还是跌	[IN:RISERATE_QUERY [SL:NAME 中国石化]的股票是涨还是跌]
背诵唐诗三百首静夜思。	[IN:QUERY 背诵[SL:DYNASTY 唐]诗三百首[SL:NAME 静夜思]。]
在线观看中央七套	[IN:PLAY 在线观看[SL:NAME 中央七套]]
中超A组比赛结果分别是多少	[IN:QUERY [SL:CATEGORY 中超]A组比赛[SL:TYPE 结果]分别是多少]
查一下运城到临汾的汽车。	[IN:QUERY 查一下[SL:SRC 运城]到[SL:DEST 临汾]的汽车。]
人民公园在哪里	[IN:POSITION [SL:LOCATION_POI 人民公园]在哪里]
富瑞特装股票	[IN:QUERY [SL:NAME 富瑞特装]股票]
来一首隐形的翅膀。	[IN:PLAY 来一首[SL:SONG 隐形的翅膀]。]
翻译今天出去玩	[IN:TRANSLATION 翻译[SL:CONTENT 今天出去玩]]
CCTV少儿	[IN:PLAY [SL:NAME CCTV少儿]]
山东台高清	[IN:PLAY [SL:NAME 山东台][SL:RESOLUTION 高清]]
肥肠的做法	[IN:QUERY [SL:INGREDIENT 肥肠]的做法]
发信息给苏建江	[IN:SEND 发信息给[SL:NAME 苏建江]]
搜索兰陵王。	[IN:QUERY 搜索[SL:NAME 兰陵王]。]
我想听，新闻。	[IN:PLAY 我想听，新闻。]
晋江到温州的火车票	[IN:QUERY [SL:STARTLOC_AREA 晋江]到[SL:ENDLOC_CITY 温州]的火车票]
把唐玉明的手机号码发给李康	[IN:SENDCONTACTS 把[SL:NAME 唐玉明]的[SL:CATEGORY 手机]号码发给[SL:RECEIVER 李康]]
二十五日去深圳的航班	[IN:QUERY [SL:STARTDATE_DATE 二十五日]去[SL:ENDLOC_CITY 深圳]的航班]
求米线怎么做？	[IN:QUERY 求[SL:INGREDIENT 米线]怎么做？]
读一首毛泽东的诗。	[IN:QUERY 读一首[SL:AUTHOR 毛泽东]的诗。]
朗读游子吟。	[IN:QUERY 朗读[SL:NAME 游子吟]。]
得了灰指甲怎么办？	[IN:QUERY 得了[SL:KEYWORD 灰指甲]怎么办？]
帮我查查北京电视台-6上周六开始美味的想念呢	[IN:QUERY 帮我查查[SL:TVCHANNEL 北京电视台-6][SL:DATETIME_DATE 上周六]开始[SL:NAME 美味的想念]呢]
青瓷电视剧	[IN:QUERY [SL:NAME 青瓷][SL:CATEGORY 电视剧]]
醉虾的做法。	[IN:QUERY [SL:DISHNAME 醉虾]的做法。]
我要看中央五台	[IN:PLAY 我要看[SL:NAME 中央五台]]
CCTV-10的百家讲坛	[IN:QUERY [SL:TVCHANNEL CCTV-10]的[SL:NAME 百家讲坛]]
蛋炒饭怎么煮	[IN:QUERY [SL:DISHNAME 蛋炒饭]怎么煮]
艺轩电影院最近上映的电影有哪些	[IN:QUERY [SL:THEATRE 艺轩电影院]最近上映的电影有哪些]
爱情工寓	[IN:QUERY [SL:NAME 爱情工寓]]
导航去科大讯飞	[IN:ROUTE 导航去[SL:ENDLOC_POI 科大讯飞]]
需要你帮我推荐一下电影	[IN:QUERY 需要你帮我推荐一下[SL:CATEGORY 电影]]
海棉宝宝	[IN:QUERY [SL:NAME 海棉宝宝]]
今天的新闻，欲	[IN:PLAY [SL:DATETIME_DATE 今天]的新闻，欲]
切换上海频道	[IN:PLAY 切换[SL:NAME 上海频道]]
小破孩动画片	[IN:QUERY [SL:NAME 小破孩][SL:TAG 动画][SL:CATEGORY 片]]
蝎子王蝎子王	[IN:QUERY [SL:NAME 蝎子王][SL:NAME 蝎子王]]
武汉到北京的飞机票	[IN:QUERY [SL:STARTLOC_CITY 武汉]到[SL:ENDLOC_CITY 北京]的飞机票]
今天我要去逛街用英语说	[IN:TRANSLATION [SL:CONTENT 今天我要去逛街]用[SL:TARGET 英语]说]
中国合伙人	[IN:QUERY [SL:NAME 中国合伙人]]
日本豆腐的做法。	[IN:QUERY [SL:INGREDIENT 日本豆腐]的做法。]
杭州南站到龙游的火车有哪几班	[IN:QUERY [SL:STARTLOC_POI 杭州南站]到[SL:ENDLOC_AREA 龙游]的火车有哪几班]
帮我看一下明天去北京的飞机	[IN:QUERY 帮我看一下[SL:STARTDATE_DATE 明天]去[SL:ENDLOC_CITY 北京]的飞机]
午夜凶铃	[IN:QUERY [SL:NAME 午夜凶铃]]
古诗长恨歌。	[IN:QUERY 古诗[SL:NAME 长恨歌]。]
面条怎么样煮啊？	[IN:QUERY [SL:INGREDIENT 面条]怎么样煮啊？]
公交查询	[IN:LAUNCH [SL:NAME 公交查询]]
黑芝麻怎么炒？	[IN:QUERY [SL:INGREDIENT 黑芝麻]怎么炒？]
芒果西米露怎么做啊	[IN:QUERY [SL:DISHNAME 芒果西米露]怎么做啊]
淋病怎么办	[IN:QUERY [SL:KEYWORD 淋病]怎么办]
